from_id,GEOID,travel_time_minutes,site_id,site_name
yankee_stadium,36081061900,85.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081062000,113.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081062100,81.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081062400,,yankee_stadium,Yankee Stadium
yankee_stadium,36081062600,105.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081062700,79.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061030900,39.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061004400,55.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061012101,38.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061010803,32.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061010802,36.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061015403,33.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061015402,37.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061004001,42.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061013604,34.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061013203,39.0,yankee_stadium,Yankee Stadium
yankee_stadium,36061013602,40.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081062900,81.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081083700,82.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081083800,91.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081084000,92.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081084500,77.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081084601,92.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081053401,109.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081000701,35.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081053601,101.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081054000,103.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081040701,58.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081001901,42.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081017902,41.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081023502,48.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049201,92.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081097207,,yankee_stadium,Yankee Stadium
yankee_stadium,36081047802,89.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081049202,91.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081063700,83.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081063800,104.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081063900,85.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081064101,87.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081064102,85.0,yankee_stadium,Yankee Stadium
